"Do not avoid a necessary conflict today.","今天不要回避必要的冲突。"
"Do not be stopped by fear.","不要因恐惧而止步。"
"Do not give them too much.","不要给他们太多。"
"Do not hold on for too long.","不要坚持太久。"
"Do not keep everything for yourself.","不要把一切都据为己有。"
"Do not move from current tile when dodging even if it means being struck.","闪避时不要离开当前格子，即使这意味着会被击中。"
"DSP connection error.  Connection possibly caused a cyclic dependency or connected dsps with incompatible buffer counts.","DSP 连接错误。连接可能导致了循环依赖，或连接了缓冲区计数不兼容的 DSP。"
"DSP Format error.  A DSP unit may have attempted to connect to this network with the wrong format, or a matrix may have been set with the wrong size if the target unit has a specified channel map.","DSP 格式错误。某个 DSP 单元可能尝试以错误的格式连接到此网络，或者在目标单元具有指定通道映射的情况下，矩阵可能被设置为错误的尺寸。"
"DSP operation cannot be performed on a DSP of this type.","无法对此类型的 DSP 执行操作。"
"DSP operation error.  Cannot perform operation on this DSP as it is reserved by the system.","DSP 操作错误。无法对此 DSP 执行操作，因为它已被系统保留。"
"DSP return code from a DSP process query callback.  Tells mixer not to call the process callback and therefore not consume CPU.  Use this to optimize the DSP graph.","来自 DSP 进程查询回调的 DSP 返回代码。告诉混音器不要调用进程回调，从而不消耗 CPU。使用此代码可优化 DSP 图。"
"DSP return code from a DSP process query callback.  Tells mixer silence would be produced from read, so go idle and not consume CPU.  Use this to optimize the DSP graph.","来自 DSP 进程查询回调的 DSP 返回代码。告诉混音器读取将产生静音，因此进入空闲状态并不消耗 CPU。使用此代码可优化 DSP 图。"
"Dwarf Fortress uses FMOD by Firelight Technologies","Dwarf Fortress 使用 Firelight Technologies 的 FMOD"
"Dye cloth a specific color","将布料染成特定颜色"
"Dye leather a specific color","将皮革染成特定颜色"
"Dye thread a specific color","将线染成特定颜色"
"Eat not the fruits of your labor.","不得享用你劳动的果实。"
"Embark with a group to start a settlement.","带领一支队伍出发建立定居点。"
"End of current chunk reached while trying to read data.","尝试读取数据时已到达当前数据块的末尾。"
"Error creating hardware sound buffer.","创建硬件声音缓冲区时出错。"
"Error initializing output device.","初始化输出设备时出错。"
"Error initializing output device, but more specifically, the output device is already in use and cannot be reused.","初始化输出设备时出错，更具体地说，输出设备已被占用，无法重复使用。"
"Error trying to allocate a channel.","尝试分配通道时出错。"
"Events in other modes are incorporated here.","其他模式中的事件会并入此处。"
"Every creature in adventure mode moves simultaneously.  Once you initiate movement, play will advance until you can move again.  The duration of movement depends on gait, injuries, etc.","冒险模式中所有生物同时移动。一旦你开始移动，游戏将推进到你再次可以移动为止。移动的持续时间取决于步态、伤势等。"
"Exhort to finish current quest","敦促完成当前任务"
"Explain your current journey","说明你当前的旅程"
"Explore and investigate the history of the world as it stands.","探索和调查现存世界的历史。"
"Express horror at the gift","对这份礼物表示恐惧"
"Express outrage over dismissal","对被解雇表示愤慨"
"Express thanks for the gift","对这份礼物表示感谢"
"Failed to find vanilla interactions graphics header.","未能找到原版互动图形文件头。"
"Failed to find vanilla procedural objects header.","未能找到原版程序生成对象文件头。"
"Fail the internal struggle, completely shaken","未能通过内心挣扎，彻底动摇"
"Fail the struggle against existential crisis","未能战胜存在危机"
"Fail the struggle against great agony","未能战胜巨大的痛苦"
"Fail the struggle against great alarm","未能战胜巨大的惊慌"
"Fail the struggle against great anguish","未能战胜巨大的苦恼"
"Fail the struggle against great despair","未能战胜巨大的绝望"
"Fail the struggle against great dismay","未能战胜巨大的沮丧"
"Fail the struggle against great distress","未能战胜巨大的忧虑"
"Fail the struggle against great fear","未能战胜巨大的恐惧"
"Fail the struggle against great fright","未能战胜巨大的惊吓"
"Fail the struggle against great grief","未能战胜巨大的悲伤"
"Fail the struggle against great horror","未能战胜巨大的恐怖"
"Fail the struggle against great misery","未能战胜巨大的悲惨"
"Fail the struggle against great mortification","未能战胜巨大的羞辱"
"Fail the struggle against great rage","未能战胜巨大的愤怒"
"Fail the struggle against great sadness","未能战胜巨大的哀伤"
"Fail the struggle against great shock","未能战胜巨大的震惊"
"Fail the struggle against great terror","未能战胜巨大的惊骇"
"Farm plots are placed using the building menu at the bottom of the screen.","农田是使用屏幕底部的建造菜单来放置的。"
"Filter the unit list by name or job.","按名称或职业筛选单位列表。"
"FMOD failed to release audio engine","FMOD 未能释放音频引擎"
"FMOD was not initialized correctly to support this function.","FMOD 未正确初始化以支持此功能。"
"Focus on living in harmony.","专注于和谐共处的生活。"
"Foiled Corruption Conspiracy","被挫败的腐败阴谋"
"Foiled Embezzlement Conspiracy","被挫败的贪污阴谋"
"Follow destiny or strike out on your own.  Explore, quest, fight, and perform.  Visit your own retired and ruined settlements.  Serve a deity or become a creature of the night.","追随命运或独辟蹊径。探索、冒险、战斗和表演。探访你自己已弃置和荒废的定居点。侍奉神明或成为夜行生物。"
"Follow your desire to reconcile.","追随你和解的愿望。"
"For adventure.  Information and followers are easier to obtain, and a compass guides you.","为了冒险。信息和追随者更容易获得，并有指南针为你指引方向。"
"Freedom is allowed even in this.","即便在这件事上也容许自由。"
"Freely move between tiles when dodging if necessary","必要时，闪避时可在格子间自由移动"
"Fruit and vegetable market","果蔬市场"
"Fulfillment will be yours.","满足感将属于你。"
"Fully randomize appearance, without respecting population information","完全随机化外貌，不遵循种群信息"
"Generate Mythical Materials","生成神话材料"
"Give a sermon concerning a cosmic principle","就某个宇宙法则发表布道"
"Give a sermon concerning a deity or object of worship","就某位神明或崇拜对象发表布道"
"Give a sermon inveighing against a value","发表谴责某项价值观的布道"
"Give a sermon promoting a value","发表宣扬某项价值观的布道"
"Give up the hopeless cause.","放弃这无望的事业。"
"Gremlin unshackled something","格雷姆林解开了某物"
"Grovel before your new master","在你的新主人面前卑躬屈膝"
"Handle charging attacks according to the opponent.","根据对手情况处理冲锋攻击。"
"Have faith and all shall be rejuvenated.","保持信仰，一切都将焕然一新。"
"Historical figure conceptions","历史人物构思"
"Historical figure growing up","历史人物成长"
"Historical figure marriages","历史人物婚姻"
"Hold to hope when all else is lost.","当一切尽失时，仍要坚守希望。"
"Horizontal keyboard scroll tiles","水平键盘滚动地块"
"If you accept the gift, one will be expected in return.","如果你接受这份礼物，对方会期待你回礼。"
"If you speak to a priest at a temple or select the Chosen destiny, you might receive a divine quest.","如果你在神庙与祭司交谈或选择“天选者”命运，你可能会接到一个神圣任务。"
"Improves combat opportunities and ranged accuracy while mounted.","提升骑乘时的战斗机会和远程精准度。"
"Inquire about any troubles","询问是否有麻烦"
"In such a young world certain game elements will not be available.","在如此年轻的世界中，某些游戏元素将无法使用。"
"Intelligent wilderness creature","有智慧的荒野生物"
"Intelligent wilderness creatures live in the indicated locations","有智慧的荒野生物居住在所示地点"
"Interact with an item in a different way.","以另一种方式与物品互动。"
"Interact with nearby objects.","与附近的物体互动。"
"Interrogate suspects for wrongdoing.","审问嫌疑人的不法行为。"
"Invader days to delay vertical natural wall digging","入侵者延迟垂直挖掘天然墙的天数"
"Invaders can break constructed walls","入侵者可以破坏建造的墙"
"Invaders can build floors and stairs","入侵者可以建造地板和楼梯"
"Invaders can dig natural walls","入侵者可以挖掘天然墙"
"Invaders can free creatures from cages","入侵者可以将生物从笼子中释放"
"Invoke true name to banish listener","呼唤真名以放逐听者"
"Invoke true name to compel service from listener","呼唤真名以迫使听者效力"
"I see your low race still revels in death.  That poor, gentle creature...","我看到你们低贱的种族仍在以死亡为乐。那可怜、温顺的生物……"
"I simply cannot afford this trade.","我实在承担不起这笔交易。"
"Item successfully updated.","物品更新成功。"
"It is not as simple as you think.","这不像你想的那么简单。"
"It is time to leave it behind.","是时候把它抛在脑后了。"
"It is too soon to forgive.","现在原谅还为时过早。"
"It makes them look even more sick.","这让他们看起来病得更重。"
"Job removed from unpowered building","工作已从无动力建筑中移除"
"Just facts - Flights of fancy","只有事实 - 异想天开"
"Keep loaded but do not stand ready","保持装填,但不要待命"
"Keep your own counsel today.","今天请谨守己见。"
"Local resident creature named","当地居民生物,名为"
"Look out for a chance encounter.","留意不期而遇的机会。"
"Look to another for what you need.","向他人寻求你所需要的东西。"
"Make a change or forever remain.","做出改变,否则永远一成不变。"
"Make no needless sacrifices.","不要做出无谓的牺牲。"
"Make terrified outburst regarding fleeing conflict","就逃离冲突做出惊恐爆发"
"Make the decision quickly.","尽快做出决定。"
"Make the sacrifice regardless of fear.","不惧恐惧,做出牺牲。"
"Making a nemesis from spec","正在从规格生成宿敌"
"Masterwork architecture lost","杰作建筑设计丢失"
"Masterwork construction lost","杰作建造丢失"
"Media was ejected while reading.","读取时介质被弹出。"
"Mention services to listener","向听者提及服务"
"Missing Color Pattern Definition","缺少颜色图案定义"
"Missing Creature Body Gloss Definition","缺少生物身体术语定义"
"Missing Reaction Definition","缺少反应定义"
"Missing Translation Definition","缺少翻译定义"
"Mock the repeated failure of the interrogator","嘲笑审讯者的屡次失败"
"Mounds of clouds are clustered through a striped sky.","团团云朵堆积在条纹状的天空中。"
"Move down to the northeast.","向东北方向下移。"
"Move down to the northwest.","向西北方向下移。"
"Move down to the southeast.","向东南方向下移。"
"Move down to the southwest.","向西南方向下移。"
"Move secondary selector down","下移次级选择器"
"Move secondary selector up","上移次级选择器"
"Name your performance troupe","为你的演出团命名"
"Nearby site linked economically","附近有经济联系的地点"
"No audio to adjust the positioning for, as no audio is playing.","没有正在播放的音频,无法进行定位调整。"
"No butchery tool available.","没有可用的屠宰工具。"
"Not enough memory or resources.","内存或资源不足。"
"Not useful unless you retire and subsequently become a resident in Fortress mode.","除非你在堡垒模式中引退并随后成为居民,否则没有用处。"
"Nuked Coin Front Reference","已清除硬币正面引用"
"Nuked Creature Def Reference","已清除生物定义引用"
"Nuked Detail Event Reference","已清除细节事件引用"
"Nuked Entity Population Reference","已清除实体人口引用"
"Nuked Feature Layer Reference","已清除地貌层引用"
"Nuked Item Improvement Reference","已清除物品改进引用"
"Nuked Vermin Event Reference","已清除害虫事件引用"
"Nuked Viewscreen Reference","已清除视图界面引用"
"NULL artifact from dead post-wg inventory, skipping","来自已失效的世界生成后物品栏的NULL神器,跳过"
"NULL artifact from dead wg inventory, skipping","来自已失效的世界生成物品栏的NULL神器,跳过"
"NULL artifact from wg scholar storage, skipping","来自世界生成学者存储的NULL神器,跳过"
"NULL artifact from wg storage, skipping","来自世界生成存储的NULL神器,跳过"
"NULL artifact on create site map, skipping","创建地点地图时出现 NULL 神器，跳过"
